tokenID;name;description;fee_recipient;seller_fee_basis_points;file_name;image;external_url;attributes[Frame];attributes[Background];attributes[Holy Smoke];attributes[Darkness And Light];attributes[Bit];attributes[Cock Ring];attributes[Cum Shot];Dna
45;BiT #45;BiT #45  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;45.png;https://opensea.io/collection/bit-69/45.png;https://TattooCalypso.com/NFTs;Common Chocolate;Common Alpha Blue;Common Orange Sift;Common Green Dream;Common Lolypop;Common Kaki;Celestial Prince Albert;ebdb84df617286053280c68d9864f32f
46;BiT #46;BiT #46  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;46.png;https://opensea.io/collection/bit-69/46.png;https://TattooCalypso.com/NFTs;Common Chocolate;Common Atomik Yellow;Rare Lily Myst;Rare Black Corners;Rare Miss Piggy Bit;Common Frog;Common Right Handed;1630d0815e61728445d71534695f9d98
47;BiT #47;BiT #47  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;47.png;https://opensea.io/collection/bit-69/47.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Crimson Red Relic;Common Orange Sift;Common Green Dream;Common Lolypop;Common Kaki;Common Right Handed;3ceda9129ee0e7d0f2ce08f41c8fc9ae
48;BiT #48;BiT #48  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;48.png;https://opensea.io/collection/bit-69/48.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Common Alpha Blue;Rare Lily Myst;Common Green Dream;Common Naturtal;Rare Vert De Gris;Common Point Blanc;18890935356e0eb66bc2e22d66087c60
49;BiT #49;BiT #49  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;49.png;https://opensea.io/collection/bit-69/49.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Legendary Papaya Pink;Rare Lily Myst;Legendary Void;Common Naturtal;Common Cool Gray;Legendary Fireman;b355983caa2b2e07b9c5ec041a2ec336
50;BiT #50;BiT #50  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;50.png;https://opensea.io/collection/bit-69/50.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Alpha Blue;Common Rosee;Ocean Spray Relic;Common Naturtal;Rare Cassanova Red;Common Right Handed;b5615e78a2d56d11ea9ad49ea15a337c
51;BiT #51;BiT #51  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;51.png;https://opensea.io/collection/bit-69/51.png;https://TattooCalypso.com/NFTs;Celestial Pitch Black;Rare Rare Apple Green;Rare Lily Myst;Rare Black Corners;Legendary Zombi;Lavender Relic;Common Point Blanc;7020cebeed00060df66a97c002b9de61
52;BiT #52;BiT #52  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;52.png;https://opensea.io/collection/bit-69/52.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Celestial Powder Blue;Common Orange Sift;Common Light And Dark;Common Naturtal;Common Cool Gray;Come On Relic;e7376f43ea16921358cefdb75927a372
53;BiT #53;BiT #53  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;53.png;https://opensea.io/collection/bit-69/53.png;https://TattooCalypso.com/NFTs;Common Chocolate;Rare Rare Apple Green;Common Orange Sift;Rare Black Corners;Common Lolypop;Common Kaki;Common Point Blanc;42a40ea8c2a0bd0e2838e75104d084ae
54;BiT #54;BiT #54  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;54.png;https://opensea.io/collection/bit-69/54.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Legendary Papaya Pink;Rare Sex Bomb;Rare Black Corners;Purr Pull Relic Bit;Rare Cassanova Red;Common Point Blanc;91203419208c7da87bbc14537ed0b573
55;BiT #55;BiT #55  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;55.png;https://opensea.io/collection/bit-69/55.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Alpha Blue;Common Rosee;Rare Black Corners;Common Lolypop;Lavender Relic;Legendary Fireman;4ee0a59171edf353b894cedd563fbe7a
56;BiT #56;BiT #56  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;56.png;https://opensea.io/collection/bit-69/56.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Rare Panty Pink;Rare Lily Myst;Ocean Spray Relic;Rare Smurf Bit;Rare Cassanova Red;Legendary Fireman;2b689c1f0f125fc6c3db98a06e0b2ddf
57;BiT #57;BiT #57  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;57.png;https://opensea.io/collection/bit-69/57.png;https://TattooCalypso.com/NFTs;Common Chocolate;Common Alpha Blue;Celestial Turkish Smoke;Common Light And Dark;Common Naturtal;Common Frog;Rare Left Handed;0290ea0114ee4667eca7cb7b92facc1d
58;BiT #58;BiT #58  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;58.png;https://opensea.io/collection/bit-69/58.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Turquoise Relic;Mellow Yellow Relic;Ocean Spray Relic;Common Lolypop;Lavender Relic;Common Right Handed;9d3041b537b88de69bec3d5ed6f45d88
59;BiT #59;BiT #59  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;59.png;https://opensea.io/collection/bit-69/59.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Common Atomik Yellow;Common Orange Sift;Common Green Dream;Celestial Goldpecker;Rare Vert De Gris;Legendary Fireman;b246eaf9991841872198328a46a778d9
60;BiT #60;BiT #60  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;60.png;https://opensea.io/collection/bit-69/60.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Atomik Yellow;Rare Sex Bomb;Ocean Spray Relic;Common Naturtal;Common Kaki;Rare Fountain;a4dae80c3811106d6f5724528ba49b23
61;BiT #61;BiT #61  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;61.png;https://opensea.io/collection/bit-69/61.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Common Alpha Blue;Common Orange Sift;Ocean Spray Relic;Common Lolypop;Common Kaki;Come On Relic;d97f0f9c72cfe1fb978af34e4214c0cc
62;BiT #62;BiT #62  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;62.png;https://opensea.io/collection/bit-69/62.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Rare Bumbelbee;Rare Lily Myst;Common Green Dream;Rare Miss Piggy Bit;Rare Flamboyant Orange;Common Right Handed;fbba480f68c7562e358b48d487c90588
63;BiT #63;BiT #63  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;63.png;https://opensea.io/collection/bit-69/63.png;https://TattooCalypso.com/NFTs;Rare Abyss Blue;Common Alpha Blue;Rare Lily Myst;Rare Black Corners;Common Lolypop;Rare Flamboyant Orange;Interrupted Coitus Relic;c5b0c11c0151654b5b6249e4a38d052e
64;BiT #64;BiT #64  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;64.png;https://opensea.io/collection/bit-69/64.png;https://TattooCalypso.com/NFTs;Common Chocolate;Rare Panty Pink;Common Orange Sift;Common Green Dream;Purr Pull Relic Bit;Common Kaki;Common Point Blanc;1f337d1a045e1db9adb53991da84dad4
65;BiT #65;BiT #65  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;65.png;https://opensea.io/collection/bit-69/65.png;https://TattooCalypso.com/NFTs;Common Chocolate;Common Alpha Blue;Common Rosee;Rare Black Corners;Common Naturtal;Common Cool Gray;Rare Left Handed;72cb35c03fa734d1e4bd3a42da6bb030
66;BiT #66;BiT #66  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;66.png;https://opensea.io/collection/bit-69/66.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Common Alpha Blue;Mellow Yellow Relic;Rare Black Corners;Celestial Goldpecker;Common Frog;Rare Fountain;99ff20d7a404866157dd9df707f63055
67;BiT #67;BiT #67  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;67.png;https://opensea.io/collection/bit-69/67.png;https://TattooCalypso.com/NFTs;Leviathan Purple Relic;Common Atomik Yellow;Common Orange Sift;Common Light And Dark;Rare Miss Piggy Bit;Legendary Pazuzu Blue;Come On Relic;386c9856cf6bc7bab2ae9caea75ca163
68;BiT #68;BiT #68  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;68.png;https://opensea.io/collection/bit-69/68.png;https://TattooCalypso.com/NFTs;Rare Deep Magenta;Common Alpha Blue;Common Rosee;Rare Black Corners;Common Naturtal;Emerald Relic;Common Point Blanc;eaf6bd6efd6e66cc6c38ef4c60752131
69;BiT #69;BiT #69  - Slang for penis Bit Is a vulgar inside joke...  So Give a BiT and Get Some... Byte size BiTs... These are huge... 24x24 pixels. To me They represent  influence because Affirmation plants a seed in peoples mind like a penis (mic) in a womb... Some sort of bar language... Punk education 101... Imagery... When you fuck with crypto... Crypto Grows...;0x9Ae966E27df789AbeB8471ee3596731Bf00081ed;666;69.png;https://opensea.io/collection/bit-69/69.png;https://TattooCalypso.com/NFTs;Common Corroded;Common Alpha Blue;Common Orange Sift;Common Green Dream;Common Lolypop;Common Kaki;Common Right Handed;569b1d90d092e8b22ebdf99dc0edc2fc
